Agency ID;Name;Created date;Agents;Categories;Credit flag;VAT Number;Agency charge;Agency charge usage;Phone;Phone 2;Phone 3;Phone 4;Phone 5;Phone 6;Phone 7;Cell;Cell 2;Cell 3;Cell 4;Fax;Fax 2;Fax 3;Email;Email 2;Email 3;Email 4;Email 5;Email 6;Facebook;Facebook 2;Skype;Twitter;Website;Website 2;Website 3;Instagram;Instagram 2;Instagram 3;Address;City;State;Zip;Country;Access;Address 2;City 2;State 2;Zip 2;Country 2;Access 2;Address 3;City 3;State 3;Zip 3;Country 3;Access 3 
7126;Pulse Model Management;2018-12-20 16:03:14;;Modelagentur;;;;;+27 (0) 21 438 0497;+27 (0) 79 423 9769;;;;;;;;;;;;;booker@pulsemodels.co.za;cle@pulsemodels.co.za;;;;;;;;;https://www.pulsemodels.co.za/;;;;;;"2nd Floor,
Lifestyle Centre,
50 Kloof St,
Gardens,";Cape Town;;;South Africa;;;;;;;;;;;;;
7127;Hannah Jagusch;2019-01-02 10:56:59;Katharina;Designer;;;;;+49 176 97 30 87 42;;;;;;;;;;;;;;hannah@jagunet.de;;;;;;;;;;;;;;;;;Hamburg;;;Germany;;;;;;;;;;;;;
7128;FACE & BODY Academy GbR;2019-01-02 11:45:44;Katharina;;;;;;+49 89 1711 9131 ;;;;;;;;;;;;;;academy@faceandbody.de;;;;;;;;;;https://www.academy.faceandbody.de/;;;;;;Landsberger Straße 406;Munich;;81241;Germany;;;;;;;;;;;;;
7129;PPM Fotoproduktion & Studio GmbH;2019-01-03 13:45:20;Paula Alonso;;;;;;;;;;;;;4315041022;;;;;;;office@ppmfoto.com;;;;;;;;;;;;;@ppmfoto_vienna;;;;Vienna;Wien;;Austria;;;;;;;;;;;;;
7130;Katharina Holmlund | Creative Director;2019-01-03 14:04:46;Paula Alonso;AD;;;;; (+49) 04104 96 89 735;;;;;;;(+49) 0176 22 60 69 42;;;;;;;kathiholmlund@gmail.com;;;;;;;;;;https://www.holmlund-design.de/impressum/;;;@katharinaholmlund;;;Frachtweg 6;Kröppelshagen-Fahrendorf;;21529;;;;;;;;;;;;;;
7131;DOMINIK WIMMER;2019-01-04 13:03:26;Paula Alonso;;;;;;;;;;;;;+49(0)177-6720548;;;;;;;dominik@dominikwimmer.com;;;;;;;;;;http://www.dominikwimmer.com;http://models.com/people/dominik-wimmer;;@dominikwho;;;;;;;;;;;;;;;;;;;;
7132;Mojo Store;2019-01-04 14:20:50;Katharina, Paula Alonso;Fashion;;;;;040.181 60 563;;;;;;;0170.11 67 607;;;;;;;info@mojostore.de;;;;;;;;;;http://www.mojostore.de;;;;;;Kampstr. 11;Hamburg;;20357;Germany;;;;;;;;;;;;;
7133;Walter Glöckle;2019-01-04 14:46:24;Paula Alonso;Fotograf;;;;;+49 (0) 157 8367 12 35;;;;;;;;;;;;;;mail@walter-gloeckle.de;;;;;;;;;;https://www.walter-gloeckle.de/;;;;;;Contastraße 9;Hamburg;;20253;Germany;;;;;;;;;;;;;
7134;Ellen Weigel Photography;2019-01-08 08:57:28;Katharina;Fotografin;;;;;4916097694496;;;;;;;;;;;;;;mail@ellen-weigel.de;;;;;;;;;;https://www.ellen-weigel.de/;;;;;;Truderinger Straße 2;Unterhaching;;82008;Germany;;;;;;;;;;;;;
7135;Hair and Make Up Artist   Ahmed Mnissi;2019-01-08 09:00:18;Katharina;Hair&Make-up;;;;;+04917683064543 ;;;;;;;;;;;;;;info@ahmedmnissi.com;;;;;;;;;;https://www.hairandmakeupartist-ahmedmnissi.com/;;;@ ahmedmnissi.hmua;;;Danziger Str. 12;Bodelshausen;;72411;Germany;;;;;;;;;;;;;
7136;STEINGRABER MODE GmbH;2019-01-08 10:16:11;Paula Alonso;;;;;;+49 (0) 8024 60 84 777;;;;;;; +49 (0) 176 2171 0775;;;;;;;ks@steingraber-mode.de;;;;;;;;;;http://www.steingraber-mode.de;;;;;;Baumgartenstraße 6;Holzkirchen;;83607;Germany;;;;;;;;;;;;;
7137;Zum goldenen Hirschen X zerotwonine GmbH;2019-01-08 13:16:26;Caroline Reischenbeck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stephanstraße 1 ;Frankfurt am Main;;60313;Germany;;;;;;;;;;;;;
7138;Anja Kappelmeier;2019-01-09 09:37:46;Paula Alonso;;;;;;;;;;;;; 0152 - 04332915;;;;;;;design@kuntergrau-dunkelbunt.de;;;;;;;;;;http://kuntergrau-dunkelbunt.de/Impressum/;;;@kuntergrau.dunkelbunt.design;;;Altenfurter Str. 1;Schrobenhausen;;86529 ;;;;;;;;;;;;;;
7139;Dittmar Schwarz;2019-01-09 12:15:15;Katharina;;;;;;;;;;;;;;;;;;;;dittmar_schwarz@hotmail.com;;;;;;;;;;;;;http://www.instagram.com/dittmarschwarz/;;;;Munich;;;Germany;;;;;;;;;;;;;
7140;Puga Images;2019-01-09 12:26:50;;Modelagentur;;;;;+351  213470366;+351 916753003;;;;;;;;;;;;;hello@pugaimages.com;;;;;;;;;;https://www.pugaimages.com/;;;https://www.instagram.com/pugaimages/;;;Calçada do Carmo 25;Lisbon;Santarém;PT 12000902 ;Portugal;;;;;;;;;;;;;
7141;Craghoppers GmbH;2019-01-09 13:04:44;Paula Alonso;;;;;;T +49 (0)40 - 3202757-16 ;F +49 (0)40 - 3202757-29;;;;;;;;;;;;;seckert@craghoppers.com;;;;;;;;;;;;;;;;Brooktorkai 11;Hamburg;;D-20457 ;Germany;;;;;;;;;;;;;
7142;FilmDestillerie - Rafael Kousz & Lennart Grigoleit GbR;2019-01-09 14:09:33;Paula Alonso;FILM, Fotodesign, Fotoproduktion, Fotostudio;;;;; +49 893227900;;;;;;;;;;;;;;;;;;;;;;;;http://www.filmdestillerie.de;;;;;;Reischlweg 12a;Munich;;80939;Germany;;;;;;;;;;;;;
7143;Amok-Tabu;2019-01-09 16:37:31;Paula Alonso;;;;;;;;;;;;;01590 1136004;;;;;;;amoktabu@gmx.de;;;;;;https://www.facebook.com/pg/Amok-Tabu-2047777435254013/about/?ref=page_internal;;;;;;;;;;;;;;;;;;;;;;;;;;;
7144;Obermaier Bäder München GmbH;2019-01-10 10:19:38;Paula Alonso;;;;;; 089-22 46 51;;;;;;;;;;;;;;mail@obermaier.de;jo@obermaier.de;;;;;;;;;https://obermaier.de/kontakt/;;;;;;Salvatorstraße 2;Munich;;80333;Germany;;;;;;;;;;;;;
7145;WUNDERGESTALTEN;2019-01-10 10:47:11;Paula Alonso;;;;;; +49 (0)89 2000 13 20;;;;;;;;;;;;;;info@wundergestalten.de;;;;;;;;;;http://www.wundergestalten.de/kontakt.html;;;;;;Bavariaring 15;Munich;;80336 ;Germany;;;;;;;;;;;;;
7146;Senada Sokollu;2019-01-10 14:58:54;Caroline Reischenbeck;;;;;;;;;;;;;0176-24713814;;;;;;;senada@fitbuddhastyle.com;;;;;;;;;;http://www.fitbuddhastyle.com;;;@fitbuddhastyle;;;Harthauserstr. 101;Munich;;81545;Germany;;;;;;;;;;;;;
7147;UPGRADE HAMBURG GmbH;2019-01-10 16:13:34;Paula Alonso;;;;;; + 49 40 30 60 4-0 ;;;;;;;;;;;;;;j.paradies@upgrade.hamburg;;;;;;;;;;http://upgrade.hamburg/impressum/impressum/;;;https://www.instagram.com/upgrade_hamburg/;;;Langenfelder Str. 111;Hamburg;;22769;Germany;;;;;;;;;;;;;
7148;Christine Edgar Textilagentur;2019-01-14 14:36:52;Paula Alonso;;;;;;Tel:  	+49 9132 733207;;;;;;;01728437465;;;;;;;christine@agentur-edgar.de;;;;;;;;;;http://www.agentur-edgar.de/;;;;;;Plonergasse 8;Herzogenaurach;;;Germany;;;;;;;;;;;;;
7149;LANDS' END GmbH;2019-01-14 16:03:49;Paula Alonso;;;;;;;;;;;;;0800 90 90 500;;;;;;;kommunikation@landsend.de;IntlATKommunikation@landsend.at;;;;;;;;;https://www.landsend.de/de_DE/impressum/co/mobile-ks-impressum.html;;;;;;;Mettlach;;;Germany;;;;;;;;;;;;;
7150;Rebekka Ruétz;2019-01-14 16:07:03;Caroline Reischenbeck;Designer, Fashion, Mode;;;;;+43 676 841625300;;;;;;;;;;;+43 512 219921 9580;;;info@rebekkaruetz.com;;;;;;;;;;https://www.rebekkaruetz.com;;;;;;Valiergasse 58;Innsbruck;Tirol;6020;Austria;;;;;;;;;;;;;
7151;Lucas Wilken;2019-01-15 10:26:22;Katharina;Fotograf, Fotografin;;;;;01772687746;;;;;;;;;;;;;;luucas@t-online.de;;;;;;;;;;https://www.wolken-mit-i.de/;;;;;;Herforder Weg 16;Recklinghausen;;45659;Germany;;;;;;;;;;;;;
7152;Karstadt Warenhaus GmbH (RECHNUNGSANSCHRIFT);2019-01-15 11:02:10;Most Wanted Models@;Mode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Scanservice;Essen;;45144;Germany;;;;;;;;;;;;;
7153;Nicole Hannay;2019-01-15 12:53:56;Caroline Reischenbeck;Stylistin;;;;;;;;;;;;0172/8330909;;;;;;;nicolehannay@gmx.de;;;;;;;;;;www.nicolehannay.com;;;;;;Wolfratshauser Str. 94c;Munich;;81379 ;Germany;;;;;;;;;;;;;
7154;Anna Föhr & Sara Föhr GbR;2019-01-15 14:47:46;Caroline Reischenbeck;;;;;;+49 89 27388366;;;;;;;;;;;;;;anna.foehr@sisterlaela.com;;;;;;;;;;https://sisterlaela.com;;;;;;Keferloher Straße 24;Haar;;85540;Germany;;;;;;;;;;;;;
7155;Antonia Dipner;2019-01-15 17:06:16;Katharina;Fotografin;;;;;;;;;;;;;;;;;;;antoniadipner@hotmail.de;;;;;;;;;;;;;https://www.instagram.com/antoniadipner.work/?hl=de;;;;Hamburg;;;Germany;;;;;;;;;;;;;
7156;Studio Malé Pickart & Popken GbR;2019-01-16 09:42:49;Paula Alonso;;;;;;;;;;;;;4915120138993;+4917666839645 - lisa ;;;;;;manuela@studiomale.de;;;;;;;;;;https://www.studiomale.de/kontakt;;;@studio.male;;;Sternstraße 21;Munich;;80539 ;Germany;;;;;;;;;;;;;
7157;Studio 11d Gesellschaft für Foto und Werbung mbH;2019-01-16 10:57:42;Caroline Reischenbeck;;;;;; + 49 7231 90 4080;;;;;;;;;;;+ 49 7231 90 4091;;;nina.boehm@fotostudio-11d.de;;;;;;;;;;www.fotostudio-11d.de;;;;;;Dennigstraße 5;Pforzheim;;75179;Germany;;;;;;;;;;;;;
7158;NU PROJECTS  DETER NGUYEN GBR;2019-01-16 13:39:28;Most Wanted Models@;Werbeagentur;;;;;;;;;;;;;;;;;;;;;;;;;;;;; WWW.NU-PROJECTS.COM;;;;;;LANGBEHNSTRASSE 8 HAUS F;Hamburg;;22761;Germany;;;;;;;;;;;;;
7159;We Are Models;2019-01-16 14:37:51;;Modelagentur;;;;;+351 218 268 181;;;;;;;;;;;;;;weare@wearemodels.pt;;;;;;;;;;http://wearemodels.pt/models-women/;;;;;;Rua Vítor Bastos, nr 45;Lisbon;Santarém;1070-283;Portugal;;;;;;;;;;;;;
7160;ARTCOMPRODUCTION GmbH;2019-01-17 09:11:58;Paula Alonso;;;;;;	+49 (0)40 38 14 68;;;;;;;+49 (0)177 4020410;;;;;;;info@artcomproduction.com;;;;;;;;;;;;;;;;Herzogstraße 12;Munich;;;Germany;;;;;;;;;;;;;
7161;margo photography;2019-01-17 09:18:46;Paula Alonso;;;;;;;;;;;;;office: +49 40 38 14 68;mobile: +49 177 - 40 20 410;;;;;;info@margo-photo.com;;;;;;;;;;;;;;;;;Hamburg;;;Germany;;;;;;;;;;;;;
7162;Neon Panda Inc.;2019-01-17 09:55:42;Paula Alonso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West 2nd St. 108;Los Angeles;California;;United States;;;;;;;;;;;;;
7163;Christine Kreiselmaier;2019-01-17 10:35:16;Paula Alonso;;;;;;;;;;;;;;;;;;;;info@christinekreiselmaier.com;;;;;;;;;;http://www.christinekreiselmaier.com/contact;;;@christinekreiselmaier;;;;London;England;;United Kingdom;;;;;;;;;;;;;
7164;Louisa Bergermeier;2019-01-18 08:50:02;Katharina;;;;;;;;;;;;;;;;;;;;louisa.bergermeier@gmx.de;;;;;;;;;;;;;;;;;Munich;;;Germany;;;;;;;;;;;;;
7165;Julia Teutsch;2019-01-18 11:11:12;Katharina;Designer;;;;;01734220104 ;;;;;;;;;;;;;;julia.teutsch@yahoo.de;;;;;;;;;;https://www.juliateutsch.com/;;;https://www.instagram.com/juliateutsch/;;;;Munich;;;Germany;;;;;;;;;;;;;
7166;Tanja Salem;2019-01-22 10:48:31;Katharina;Designer;;;;;+49 160 7904521;;;;;;;;;;;;;;tanja-salem@web.de;;;;;;;;;;;;;;;;;Munich;;;Germany;;;;;;;;;;;;;
7167;C2 Studios;2019-01-22 12:03:13;Paula Alonso;;;;;;;;;;;;;+49 89 49 00 17 65 ;;;;;;;info@studioc2.de;;;;;;;;;;http://www.studioc2.de/;;;@c2_studios;;;Grafingerstr. 6;Munich;;D-81671;Germany;;;;;;;;;;;;;
7168;Tobias Volkmann;2019-01-22 12:17:29;Paula Alonso;;;;;; phone	+49 160 96259604;;;;;;;;;;;;;;mail@volkmanntobias.com;;;;;;;;;;http://volkmanntobias.com/info/;;;@tobiasvolkmann;;;;Munich;;;Germany;;;;;;;;;;;;;
7169;Women Management New York;2019-01-24 15:09:01;;Modelagentur;;;;;+1 212 334 7480;;;;;;;;;;;;;;info@womenmanagement.com;;;;;;;;;;https://www.womenmanagement.com;;;;;;199 Lafayette St. 7th Fl.;New York City;New York;N.Y. 10012;United States;;;;;;;;;;;;;
7170;Red Model Management;2019-01-24 15:12:06;;Modelagentur;;;;;212.785.1999;;;;;;;;;;;;;;contact@rednyc.com;;;;;;;;;;https://www.rednyc.com;;;;;;302 West 37th St, 3rd Floor ;New York City;New York;NY 10018 ;United States;;;;;;;;;;;;;
7171;THOMAS STEPHAN;2019-01-24 17:04:27;Paula Alonso;;;;;;;;;;;;;+49 (0)163 3044055;+49 (0)89 74341270;;;;;;thomas@route8.de;;;;;;;;;;http://thomasstephan.com/;;;@thomasroute8;;;Celtis-Str.33;Munich;;81369;Germany;;;;;;;;;;;;;
7172;Penarosa S.r.l.s;2019-01-28 11:02:51;Caroline Reischenbeck;Schmuck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schiessstandweg 7;Laion;;39040;Italy;;;;;;;;;;;;;
7173;GABRIELE STREHLE;2019-01-28 12:14:03;Paula Alonso;;;;;;;;;;;;;;;;;;;;INFO@GABRIELESTREHLE.DE;;;;;;;;;;;;;;;;SCHACKSTRASSE 5;Munich;;80539 ;Germany;;;;;;;;;;;;;
7174;Trachtenagentur Oberbigler GbR;2019-01-28 12:53:37;Caroline Reischenbeck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prinzregentenstraße 67;Munich;;81675;Germany;;;;;;;;;;;;;
7175;REMS GmbH & Co KG;2019-01-28 14:44:35;Most Wanted Models@;Baumaschinen, Hersteller;;;;;+49 7151 1707-0;;;;;;;;;;;+49 7151 1707-110;;;info@rems.de;;;;;;;;;;www.rems.de;;;;;;Stuttgarter Straße 83;Waiblingen;;71332;Germany;;;;;;;;;;;;;
7176;Mine Uludag;2019-01-29 08:52:42;Paula Alonso;Styling;;;;;00491782817171;;;;;;;00491782817171;;;;;;;hello@minestyling.de;;;;;;;;;;http://www.minestyling.de/intro-52.html;;;@minestyling;;;;Munich;;;Germany;;;;;;;;;;;;;
7177;Agentur Uschi Rabe;2019-01-29 08:57:27;Paula Alonso;;;;;;Tel. +49 89 157 88 65;;;;;;;;;;;;;;mail@uschi-rabe.com;;;;;;;;;;http://uschi-rabe.com/impressum-datenschutz/;;;;;;Nederlinger Str. 24;Munich;;80638 ;Germany;;;;;;;;;;;;;
7178;Studio Sieben;2019-01-29 09:14:50;Paula Alonso, Doreen Leifheit;;;;;;+49 211 9943501;;;;;;;+49 152 34180702;;;;;;;julia.troetschel@s7udio.de;;;;;;;;;;;;;;;;Harkortstr. 7;Düsseldorf;;40210;Germany;;;;;;;;;;;;;
7180;Kleckow GmbH;2019-01-29 09:48:54;Caroline Reischenbeck;Schmuck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ersinger Straße 7-9;Pforzheim;;75172;Germany;;;;;;;;;;;;;
7181;Adams Creative Gallery;2019-01-29 11:18:32;Paula Alonso;Fotograf;;;;;;;;;;;;;;;;;;;adam.palmai@t-online.de;;;;;;;;;;;;;@adams_creative_gallery;;;;Munich;;;Germany;;;;;;;;;;;;;
7182;Network Circle GmbH;2019-01-30 12:53:57;Paula Alonso;;;;;;;;;;;;;;;;;;;;raphael.baumann@networkcircle.com;;;;;;;;;;    www.networkcircle.com;;;;;;Viktualienmarkt 8;Munich;;    80331 ;Germany;;;;;;;;;;;;;
7183;Süd-West Storer Online GmbH;2019-01-30 13:21:54;Paula Alonso;;;;;;;;;;;;;+49 7345 80770 ;;;;;;;info@sued-west.com;;;;;;;;;;https://www.sued-west.com/Impressum/;;;;;;Wörthstr. 40 ;Langenau ;;89129 ;;;;;;;;;;;;;;
7184;lea / napierala werbeagentur;2019-01-30 13:23:27;Paula Alonso;;;;;;;;;;;;;;;;;;;;artdirektion@lea-napierala.de;kontakt@lea-napierala.de;;;;;http://artdirektor@lea-napierala.de;;;;http://lea-napierala.de/impressum/;;;;;;;Langenau ;;89129;;;;;;;;;;;;;;
7185;Alex Meier;2019-01-30 14:20:21;Katharina;Fotograf;;;;;;;;;;;;;;;;;;;pivipro@yahoo.com;;;;;;;;;;;;;https://www.instagram.com/pivipro/;;;;;;;;;;;;;;;;;;;;
7186;Tina Kaupert;2019-01-31 11:26:27;Caroline Reischenbeck;Fotografin;;;;;;;;;;;;0172/ 81 95 307;;;;;;;tinakaupert@aol.com;;;;;;;;;;https://tinakaupert.com/;;;;;;Hegelstraße 8;Munich;;81739 ;Germany;;;;;;;;;;;;;
7187;FFB GmbH;2019-01-31 12:55:54;Paula Alonso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.ffb-gmbh.de/;;;;;; Max-Eyth-Straße 39;Neu-Ulm;;D-89231;Germany;;;;;;;;;;;;;
7188;Denise Kluge;2019-01-31 15:50:00;Katharina;Fotografin;;;;;;;;;;;;;;;;;;;denise_kluge@yahoo.de;;;;;;;;;;;;;https://www.instagram.com/dmkphotographie_clickandflash/;;;;Hamburg;;;Germany;;;;;;;;;;;;;
7189;Stefan Roess;2019-02-01 09:26:57;Katharina;Fotograf;;;;;+ 49 171 95 91 027;;;;;;;;;;;;;;info@stefanroess.com;;;;;;;;;;https://www.stefanroess.com/;;;;;;Schumacherring 44;Röthenbach an der Pegnitz;;90552;Germany;;;;;;;;;;;;;
7191;Lilli Stroh;2019-02-01 11:44:58;Katharina;Stylistin;;;;;;;;;;;;+49 151 16546622;;;;;;;stroh_lilli@hotmail.de;;;;;;;;;;;;;;;;Mathildenstr. 7;Fürth;;90762;Germany;;;;;;;;;;;;;
7192;Frank Wimmer;2019-02-05 08:37:00;Most Wanted Models@;Fotograf, Fotodesign;;;;;;;;;;;;+43 664 1228308;;;;;;;office@wimmerfrank.com;;;;;;;;;;www.wimmerfrank.com;;;https://www.instagram.com/frankwimmer1/;;;Schopperstrasse 8;Salzburg;Salzburg;5020;Austria;;;;;;;;;;;;;
7193;J MODEL MANAGEMENT Co., Ltd.;2019-02-05 11:10:08;;Modelagentur;;;;;+82 2 516 8609 ;;;;;;;;;;;;;;info@jmodelseoul.com;jmodelseoul@gmail.com;;;;;;;;;www.jmodelseoul.com;;;;;;1F, J Model House, 149-19, Nonhyun, Gangnam,;Seoul;;06115;South Korea;;;;;;;;;;;;;
7194;MAF – Make Up Artist Factory;2019-02-05 11:16:22;Katharina;Hair Academy, Visagist;;;;;+49 (0) 89 / 48 44 92;;;;;;;+49 (0) 179 / 486 44 84;;;;+49 (0) 89 / 48 16 33;;;info@visagistenschule.de;;;;;;;;;;https://www.visagistenschule.de/;;;;;;Belfortstraße 8;Munich;;81667;Germany;;;;;;;;;;;;;
7195;Michael Heinsen;2019-02-06 09:12:13;Paula Alonso;Fotograf, Fotodesign;;;;;;;;;;;;michael büro 49.40.43.00.44.2 hamburg;handy 01728708738;;;;;;;;;;;;;;;;http://michaelheinsen.de;;;;;;Friedensallee 44;Hamburg;;22765;Germany;;;;;;;;;;;;;
7196;Veronika Eder;2019-02-06 13:46:12;Katharina;Hair&Make-up;;;;;+49(0)173-3026763;;;;;;;;;;;;;;vroni.eder@gmx.de;;;;;;;;;;https://www.vronieder.de/portfolio;;;@ _vron__;;;Frühlingstr. 20;Dachau;;85221;Germany;;;;;;;;;;;;;
7197;ThreeFaces;2019-02-07 09:02:14;Paula Alonso;Fotograf;;;;;;;;;;;;0176 20683460;;;;;;;info@three-faces.de;;;;;;;;;;https://three-faces.de/;;;;;;Gustav-Schiefer-Str. 11;Munich;;80995;Germany;;;;;;;;;;;;;
7199;P53 Fotografie C. Voss & T. Bode GbR;2019-02-11 08:59:23;Most Wanted Models@;Fotodesign, Fotograf, Fotoproduktion, Fotostudio;;;;;+49 (0)40 78 07 92 44;;;;;;;;;;;;;;econtact@p53-fotografie.de;;;;;;;;;;www.p53-fotografie.de;;;;;;Peutestraße 53a;;;;;;;;;;;;;;;;;
7200;Movitex (ci-après DAXON);2019-02-12 08:49:25;Doreen Leifheit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5, rue des Précurseurs – VILLENEUVE D'ASCQ CEDEX (59650)
RCS Lille Métropole 756 200 150";Villeneuve-d'Ascq;Nord-Pas-de-Calais;;France;;;;;;;;;;;;;
7201;Blanche Porte;2019-02-12 09:48:36;Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sis 22 rue de la Blanche Porte;Tourcoing;Nord-Pas-de-Calais;59200;France;;;;;;;;;;;;;
7202;Orendt Studio Black GmbH Düsseldorf;2019-02-13 12:19:25;Doreen Leifheit, Most Wanted Models@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Königsberger Str. 100;Düsseldorf;;40231;Germany;Gebäude A01;Behringstr. 28a;Hamburg;;22765;Germany;c/o Model Booking – Düsseldorf;;;;;;
7203;Nghia Do Thanh;2019-02-14 11:56:39;Caroline Reischenbeck;Fotograf;;;;;;;;;;;;+49 151 25890802;;;;;;;nghiadothanh1991@gmail.com;;;;;;;;;;http://dothanhnghia.com/;;;https://www.instagram.com/nghia_dothanh/;;;;Düsseldorf;;;Germany;;;;;;;;;;;;;
7204;Patricia Weisskirchner Photography;2019-02-14 14:35:27;Doreen Leifheit;;;;;;vienna +43 676 611 5424;;;;;;;;;;;;;;patricia@patriciaweisskirchner.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7205;Patrick Glocker Photography;2019-02-14 14:36:29;Paula Alonso;Fotograf;;;;;;;;;;;;;;;;;;;contact@patrickglocker.com;;;;;;;;;;https://patrickglocker.com;;;https://www.instagram.com/patrickglocker/;@patrickglocker;;Im Köpfen 4;Esslingen;;73732;Germany;;;Stuttgart;;;Germany;;;;;;;
7206;BLAST LISBOA;2019-02-14 14:44:50;;Modelagentur;;;;;211 587 250;;;;;;;;;;;;;;geral@blast.com.pt;;;;;;;;;;http://blast.com.pt;;;;;;Rua do Conde, nº45;Lisbon;Santarém;1200-608;Portugal;;;;;;;;;;;;;
7207;Natural Born Explorers GmbH;2019-02-18 11:35:15;Doreen Leifheit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bonn;;53229 ;;;Pützchens Chaussee 137;Bonn;;53229;Germany;;;;;;;
7208;Marcel Wylezol;2019-02-18 14:45:55;Caroline Reischenbeck;Fotograf;;;;;;;;;;;;;;;;;;;hello@marcelwylezol.com;;;;;;;;;;;;;;;;;Munich;;;Germany;;;;;;;;;;;;;
7209;SALT communications GmbH;2019-02-20 11:56:49;Caroline Reischenbeck;;;;;;+49 (0)40 2881 0;;;;;;;;;;;;;;info@fcbhamburg.com;;;;;;;;;;http://fcbhamburg.de;;;;;;Bleichenbrücke 10;Hamburg;;20354;Germany;;;;;;;;;;;;;
7210;Carolin Stone;2019-02-20 15:15:26;Caroline Reischenbeck;;;;;;;;;;;;;0157/54840594;;;;;;;info@carolinstone.com;;;;;;;;;;www.carolinstone.com;;;https://www.instagram.com/carolinstonejewelry/;;;Garmischer Strasse 231;Munich;;81377;Germany;;;;;;;;;;;;;
7211;RE/MAX Germany REF Real Estate Franchise GmbH;2019-02-21 09:35:10;Doreen Leifheit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kohlhammerstr. 6;Leinfelden-Echterdingen;;70771;Germany;;;;;;;;;;;;;
7212;Moment Pictures GmbH;2019-02-25 11:07:36;Caroline Reischenbeck;;;;;;+49 89 72499359;;;;;;;;;;;;;;;;;;;;facebook.com/tillmannbrothers;;momentpictures ;;http://www.momentpictures.com;tillmannbrothers.com;;@tillmannbrothers;;;Zielstattstrasse 21;Munich;;81379 ;Germany;;;;;;;;;;;;;
7213;La Muel Lingerie;2019-02-25 11:56:15;Caroline Reischenbeck, Paula Alonso;Wäsche, Mode;;;;;;;;;;;;+49 174 8001991;;;;;;;contact@lamuel.de;;;;;;;;;;https://www.lamuel.de;;;;;;Prinzregentenplatz 23;Munich;;81675;Germany;;;;;;;;;;;;;
7214;Zvei studios valentin mühl lukas bierholz visuelle kommunikation;2019-02-25 16:43:34;Paula Alonso;;;;;;;;;;;;;+49 160 97679 917;;;;;;;vm@zveistudios.de;;;;;;;;;;http://www.zveistudios.de;;;@zvei_studios;;;oststrasse 119;Düsseldorf;;;Germany;;;;;;;;;;;;;
7215;Nina Mašić;2019-02-26 09:39:42;Katharina, Caroline Reischenbeck;Fotografin;;;;;;;;;;;;;;;;;;;ninamasic@gmail.com;;;;;;;;;;https://www.ninamasic.com/;;;@ninamasic;;;Landsberger straße 183;Munich;;80687;Germany;;;;;;;;;;;;;
7216;Editorial Photography - Photodesign;2019-02-26 11:22:20;Paula Alonso;Fotograf;;;;;017632880052;;;;;;;;;;;;;;edouard.olszewski@gmx.de;;;;;;;;;;https://olszewski-edouard.squarespace.com/;;;@arteographie;;;Korumstrasse 10;Trier;;54294;Germany;;;;;;;;;;;;;
7217;Golden Models;2019-02-26 12:16:41;;Modelagentur;;;;;+48 606 33 33 07;;;;;;;;;;;;;;;;;;;;;;;;http://www.goldenmodels.pl/women.html;;;;;;ul.Sienkiewicza 38;Łódź;;90-009;Poland;;;;;;;;;;;;;
7218;F.A.M.E. management;2019-02-26 14:16:11;;Modelagentur;;;;;;;;;;;;;;;;;;;booking@fame.management;;;;;;;;;;https://fame.management/;;;;;;;;;;;;;;;;;;;;;;;
7219;Liz Malraux Couture GmbH;2019-02-27 09:38:14;Most Wanted Models@;;;;;; +49 (0)40/366071;;;;;;;;;;;;;;info@lizmalraux.com;;;;;;;;;;https://www.lizmalraux.com/;;;;;;Sottorfer Kirchweg 3;Hamburg / Rosengarten;;21224;Germany;;;;;;;;;;;;;
7220;Thomas Kalak;2019-02-27 10:39:22;Katharina;Fotograf;;;;;;;;;;;;++49 / (0) 178 915 6050;;;;;;;mail@thomaskalak.com;;;;;;;;;;https://www.thomaskalakphotography.com/;;;https://www.instagram.com/i_am_thomas_kalak/;;;Einsteinstraße 177;Munich;;81677;Germany;;;;;;;;;;;;;
7221;seitenwind GmbH;2019-02-27 10:47:28;Most Wanted Models@;;;;;;+49 (0)941 646456-0;;;;;;;;;;;;;;hello@seitenwind.com;;;;;;;;;;https://seitenwind.com;;;;;;Blumenstraße 18;Regensburg;;93055;Germany;;;;;;;;;;;;;
